Breed,Gender,Age_time_of_death,Height,Weight,Likes,Skills
Giant Schnauzer,Female,13.8,26.98,63.6,likes_dogs_better_than_people,high_trainability
Great Dane,Male,8.5,30.87,153.48,likes_dogs_better_than_people,no_special_skills
Australian Shepherd,Male,14.0,21.1,57.41,likes_people_better_than_dogs,high_trainability
Great Dane,Male,7.9,30.76,159.53,likes_dogs_better_than_people,no_special_skills
Boxer,Male,10.9,24.0,73.69,likes_people_better_than_dogs,no_special_skills
Cocker Spaniel,Female,12.6,15.04,22.24,likes_everybody,no_special_skills
Pug,Female,14.3,10.98,15.89,likes_people_better_than_dogs,no_special_skills
Rottweiler,Female,9.5,25.58,89.44,likes_dogs_better_than_people,high_trainability
Giant Schnauzer,Male,12.8,26.8,69.79,likes_dogs_better_than_people,high_trainability
Rhodesian Ridgeback,Female,10.5,26.0,70.0,likes_people_better_than_dogs,no_special_skills
French Bulldog,Female,10.8,12.29,23.21,likes_people_better_than_dogs,no_special_skills
Boxer,Female,11.4,24.22,57.79,likes_people_better_than_dogs,no_special_skills
Basset Hound,Female,12.5,12.3,49.64,likes_dogs_better_than_people,no_special_skills
Bloodhound,Male,11.3,26.25,99.69,likes_dogs_better_than_people,barks_like_hell
American Bulldog,Male,11.1,23.2,82.31,likes_dogs_better_than_people,no_special_skills
Dachshund,Female,13.9,8.37,20.65,likes_dogs_better_than_people,barks_like_hell
Great Dane,Male,8.3,31.02,152.39,likes_dogs_better_than_people,no_special_skills
Tibetan Mastiff,Female,11.0,24.62,109.5,likes_dogs_better_than_people,no_special_skills
Bloodhound,Male,11.4,25.43,100.69,likes_dogs_better_than_people,barks_like_hell
Basset Hound,Male,12.4,14.13,51.26,likes_dogs_better_than_people,no_special_skills
Dachshund,Female,13.5,8.65,24.18,likes_dogs_better_than_people,barks_like_hell
Chihuahua,Female,14.6,6.55,4.62,likes_dogs_better_than_people,barks_like_hell
Siberian Husky,Female,12.9,22.41,43.4,likes_everybody,barks_like_hell
Cocker Spaniel,Female,12.2,14.9,21.86,likes_everybody,no_special_skills
Basset Hound,Male,12.5,12.89,62.96,likes_dogs_better_than_people,no_special_skills
Australian Shepherd,Female,13.5,20.88,42.45,likes_people_better_than_dogs,high_trainability
Cocker Spaniel,Male,12.0,15.04,27.25,likes_everybody,no_special_skills
Golden Retriever,Female,10.8,23.64,58.51,likes_everybody,high_trainability
Siberian Husky,Male,13.1,22.27,55.67,likes_everybody,barks_like_hell
Siberian Husky,Female,12.9,21.99,41.46,likes_everybody,barks_like_hell
Rottweiler,Male,9.2,25.43,106.11,likes_dogs_better_than_people,high_trainability
Boxer,Male,11.2,24.58,68.82,likes_people_better_than_dogs,no_special_skills
Rottweiler,Female,9.6,25.41,83.1,likes_dogs_better_than_people,high_trainability
American Bulldog,Female,11.0,22.51,69.74,likes_dogs_better_than_people,no_special_skills
Siberian Husky,Male,13.1,22.33,53.38,likes_everybody,barks_like_hell
Cane Corso,Female,11.2,26.06,95.49,likes_dogs_better_than_people,no_special_skills
Basset Hound,Female,12.5,12.68,54.73,likes_dogs_better_than_people,no_special_skills
Border Collie,Male,14.3,20.21,52.15,likes_people_better_than_dogs,high_trainability
Golden Retriever,Female,11.5,23.54,59.48,likes_everybody,high_trainability
Beagle,Female,10.7,13.72,25.05,likes_dogs_better_than_people,no_special_skills
Giant Schnauzer,Female,12.6,26.47,64.22,likes_dogs_better_than_people,high_trainability
Great Dane,Female,9.3,31.05,122.07,likes_dogs_better_than_people,no_special_skills
Siberian Husky,Female,12.9,22.09,42.91,likes_everybody,barks_like_hell
Greyhound,Female,12.0,28.88,63.83,likes_dogs_better_than_people,no_special_skills
Cane Corso,Male,11.5,26.89,105.43,likes_dogs_better_than_people,no_special_skills
Bloodhound,Male,10.9,26.06,98.05,likes_dogs_better_than_people,barks_like_hell
Greyhound,Female,11.3,28.99,62.18,likes_dogs_better_than_people,no_special_skills
Great Dane,Female,8.8,30.84,128.88,likes_dogs_better_than_people,no_special_skills
Siberian Husky,Male,13.8,21.92,55.42,likes_everybody,barks_like_hell
Plott Hound,Female,13.5,22.93,45.29,likes_nobody,no_special_skills
Boxer,Female,11.1,23.64,60.23,likes_people_better_than_dogs,no_special_skills
Bloodhound,Male,11.1,26.46,99.61,likes_dogs_better_than_people,barks_like_hell
French Bulldog,Female,11.5,11.58,21.61,likes_people_better_than_dogs,no_special_skills
Doberman Pinscher,Female,10.4,27.01,84.45,likes_people_better_than_dogs,high_trainability
Doberman Pinscher,Male,10.9,26.94,93.75,likes_people_better_than_dogs,high_trainability
French Bulldog,Female,10.8,11.98,20.29,likes_people_better_than_dogs,no_special_skills
Great Dane,Female,8.3,30.78,121.58,likes_dogs_better_than_people,no_special_skills
Siberian Husky,Female,13.2,22.24,43.47,likes_everybody,barks_like_hell
Cocker Spaniel,Female,12.4,15.05,22.12,likes_everybody,no_special_skills
Cocker Spaniel,Female,12.1,14.83,20.84,likes_everybody,no_special_skills
Pug,Male,13.9,11.99,16.32,likes_people_better_than_dogs,no_special_skills
American Bulldog,Female,11.0,21.31,66.45,likes_dogs_better_than_people,no_special_skills
Basset Hound,Male,12.6,12.12,54.51,likes_dogs_better_than_people,no_special_skills
Tibetan Mastiff,Male,11.0,28.05,116.43,likes_dogs_better_than_people,no_special_skills
American Bulldog,Female,11.2,23.08,70.7,likes_dogs_better_than_people,no_special_skills
Border Collie,Female,12.1,21.36,40.51,likes_people_better_than_dogs,high_trainability
Dachshund,Male,13.2,8.56,25.92,likes_dogs_better_than_people,barks_like_hell
Cocker Spaniel,Male,12.7,14.94,29.97,likes_everybody,no_special_skills
Rottweiler,Female,9.6,26.32,92.56,likes_dogs_better_than_people,high_trainability
Dachshund,Male,14.8,8.32,23.24,likes_dogs_better_than_people,barks_like_hell
Giant Schnauzer,Male,13.6,26.51,72.22,likes_dogs_better_than_people,high_trainability
American Bulldog,Male,11.0,24.96,85.9,likes_dogs_better_than_people,no_special_skills
Golden Retriever,Male,10.8,23.52,67.92,likes_everybody,high_trainability
Boxer,Male,10.3,24.26,69.41,likes_people_better_than_dogs,no_special_skills
Barbet,Male,12.8,22.08,45.03,likes_dogs_better_than_people,no_special_skills
Border Collie,Female,13.8,20.87,44.11,likes_people_better_than_dogs,high_trainability
Border Collie,Male,13.1,20.29,41.13,likes_people_better_than_dogs,high_trainability
Doberman Pinscher,Female,10.5,26.89,70.8,likes_people_better_than_dogs,high_trainability
Belgian Malinois,Female,14.9,25.22,48.52,likes_dogs_better_than_people,high_trainability
Bloodhound,Male,10.9,25.78,102.49,likes_dogs_better_than_people,barks_like_hell
Labrador Retriever,Female,10.2,23.46,61.22,likes_everybody,high_trainability
Australian Shepherd,Female,14.2,20.68,43.96,likes_people_better_than_dogs,high_trainability
Boston Terrier,Female,11.9,16.28,19.28,likes_people_better_than_dogs,no_special_skills
Pug,Male,13.9,11.52,14.61,likes_people_better_than_dogs,no_special_skills
Doberman Pinscher,Male,11.4,27.11,86.0,likes_people_better_than_dogs,high_trainability
Beagle,Male,13.3,14.56,16.8,likes_dogs_better_than_people,no_special_skills
Labrador Retriever,Male,10.7,23.92,76.61,likes_everybody,high_trainability
Giant Schnauzer,Female,12.7,26.39,63.16,likes_dogs_better_than_people,high_trainability
Rottweiler,Male,9.4,25.8,104.23,likes_dogs_better_than_people,high_trainability
Chihuahua,Male,14.7,6.69,4.63,likes_dogs_better_than_people,barks_like_hell
Basset Hound,Female,12.3,12.79,52.96,likes_dogs_better_than_people,no_special_skills
Bloodhound,Male,11.0,25.79,97.15,likes_dogs_better_than_people,barks_like_hell
Bloodhound,Male,10.7,25.62,99.05,likes_dogs_better_than_people,barks_like_hell
Pug,Male,13.9,11.54,16.47,likes_people_better_than_dogs,no_special_skills
Australian Shepherd,Female,14.3,20.91,43.2,likes_people_better_than_dogs,high_trainability
Border Collie,Male,13.9,20.42,43.38,likes_people_better_than_dogs,high_trainability
Golden Retriever,Female,10.5,23.5,62.2,likes_everybody,high_trainability
Pug,Female,13.5,11.6,15.26,likes_people_better_than_dogs,no_special_skills
Cocker Spaniel,Female,11.1,15.04,22.4,likes_everybody,no_special_skills
Border Collie,Female,12.8,21.34,35.83,likes_people_better_than_dogs,high_trainability
Boston Terrier,Female,12.7,15.49,18.33,likes_people_better_than_dogs,no_special_skills
Golden Retriever,Male,10.3,23.39,71.13,likes_everybody,high_trainability
Giant Schnauzer,Female,14.3,25.86,63.91,likes_dogs_better_than_people,high_trainability
Chihuahua,Female,14.8,6.1,4.93,likes_dogs_better_than_people,barks_like_hell
Cane Corso,Female,11.3,26.58,95.28,likes_dogs_better_than_people,no_special_skills
Pug,Male,14.5,11.54,16.18,likes_people_better_than_dogs,no_special_skills
Cane Corso,Female,10.1,26.3,91.98,likes_dogs_better_than_people,no_special_skills
Rhodesian Ridgeback,Female,11.6,25.54,70.0,likes_people_better_than_dogs,no_special_skills
Rhodesian Ridgeback,Male,10.7,26.08,85.0,likes_people_better_than_dogs,no_special_skills
Rottweiler,Female,9.5,24.61,93.03,likes_dogs_better_than_people,high_trainability
Labrador Retriever,Female,11.5,23.43,60.26,likes_everybody,high_trainability
Dachshund,Male,13.9,8.45,23.52,likes_dogs_better_than_people,barks_like_hell
Great Dane,Female,8.6,30.7,123.28,likes_dogs_better_than_people,no_special_skills
Cocker Spaniel,Male,10.7,14.87,26.46,likes_everybody,no_special_skills
Pug,Female,14.4,11.3,17.58,likes_people_better_than_dogs,no_special_skills
Chihuahua,Female,15.0,6.47,4.51,likes_dogs_better_than_people,barks_like_hell
Rottweiler,Female,9.4,24.98,91.91,likes_dogs_better_than_people,high_trainability
Siberian Husky,Male,13.4,22.19,55.74,likes_everybody,barks_like_hell
Bloodhound,Male,10.9,26.03,92.56,likes_dogs_better_than_people,barks_like_hell
Rottweiler,Male,9.5,25.19,113.89,likes_dogs_better_than_people,high_trainability
Rhodesian Ridgeback,Male,10.9,25.7,85.0,likes_people_better_than_dogs,no_special_skills
Plott Hound,Female,13.3,22.3,46.49,likes_nobody,no_special_skills
Giant Schnauzer,Male,13.5,26.13,70.65,likes_dogs_better_than_people,high_trainability
Golden Retriever,Male,11.3,23.08,70.14,likes_everybody,high_trainability
Rhodesian Ridgeback,Male,10.9,25.92,85.0,likes_people_better_than_dogs,no_special_skills
Bloodhound,Female,10.5,26.32,89.86,likes_dogs_better_than_people,barks_like_hell
Australian Shepherd,Female,13.0,21.49,42.06,likes_people_better_than_dogs,high_trainability
Australian Shepherd,Female,13.0,22.14,48.45,likes_people_better_than_dogs,high_trainability
Cocker Spaniel,Female,12.0,15.14,21.23,likes_everybody,no_special_skills
Australian Shepherd,Female,13.0,21.91,46.56,likes_people_better_than_dogs,high_trainability
Boston Terrier,Male,11.4,15.75,18.08,likes_people_better_than_dogs,no_special_skills
Giant Schnauzer,Male,12.9,26.41,72.75,likes_dogs_better_than_people,high_trainability
Barbet,Female,13.1,22.38,44.22,likes_dogs_better_than_people,no_special_skills
Rottweiler,Female,9.5,26.29,90.96,likes_dogs_better_than_people,high_trainability
Great Dane,Male,8.6,31.32,165.33,likes_dogs_better_than_people,no_special_skills
Beagle,Female,12.5,13.36,23.07,likes_dogs_better_than_people,no_special_skills
Plott Hound,Female,13.3,22.85,46.64,likes_nobody,no_special_skills
Tibetan Mastiff,Male,10.8,26.99,128.14,likes_dogs_better_than_people,no_special_skills
American Bulldog,Female,11.2,23.85,70.01,likes_dogs_better_than_people,no_special_skills
Barbet,Female,12.8,20.35,47.25,likes_dogs_better_than_people,no_special_skills
Bloodhound,Female,10.6,25.9,87.43,likes_dogs_better_than_people,barks_like_hell
Basset Hound,Female,12.5,12.65,60.2,likes_dogs_better_than_people,no_special_skills
Bloodhound,Male,10.9,26.32,99.9,likes_dogs_better_than_people,barks_like_hell
Australian Shepherd,Female,13.6,20.56,41.95,likes_people_better_than_dogs,high_trainability
Boxer,Male,10.8,24.23,72.14,likes_people_better_than_dogs,no_special_skills
Dachshund,Female,14.1,8.27,28.18,likes_dogs_better_than_people,barks_like_hell
Barbet,Female,12.9,23.75,52.85,likes_dogs_better_than_people,no_special_skills
Boxer,Female,10.9,23.58,53.49,likes_people_better_than_dogs,no_special_skills
Cocker Spaniel,Male,11.0,15.01,27.49,likes_everybody,no_special_skills
Tibetan Mastiff,Female,10.5,26.86,106.26,likes_dogs_better_than_people,no_special_skills
Barbet,Female,13.1,22.16,54.81,likes_dogs_better_than_people,no_special_skills
Plott Hound,Female,13.1,21.12,51.68,likes_nobody,no_special_skills
Boston Terrier,Male,11.9,16.17,18.04,likes_people_better_than_dogs,no_special_skills
Golden Retriever,Female,10.8,23.61,59.72,likes_everybody,high_trainability
Greyhound,Male,12.7,28.97,66.78,likes_dogs_better_than_people,no_special_skills
Bloodhound,Male,10.2,26.02,99.87,likes_dogs_better_than_people,barks_like_hell
Cocker Spaniel,Female,11.2,15.08,22.27,likes_everybody,no_special_skills
Beagle,Male,13.8,16.04,16.92,likes_dogs_better_than_people,no_special_skills
Bloodhound,Male,10.8,25.49,98.48,likes_dogs_better_than_people,barks_like_hell
Beagle,Female,12.9,14.18,24.88,likes_dogs_better_than_people,no_special_skills
Chihuahua,Male,15.3,5.79,4.58,likes_dogs_better_than_people,barks_like_hell
French Bulldog,Female,10.8,12.28,21.1,likes_people_better_than_dogs,no_special_skills
Beagle,Male,11.9,14.66,17.11,likes_dogs_better_than_people,no_special_skills
Rottweiler,Male,9.6,25.46,127.24,likes_dogs_better_than_people,high_trainability
Great Dane,Female,8.4,30.85,116.81,likes_dogs_better_than_people,no_special_skills
Boston Terrier,Female,11.9,15.67,20.29,likes_people_better_than_dogs,no_special_skills
French Bulldog,Female,11.0,11.71,20.48,likes_people_better_than_dogs,no_special_skills
Basset Hound,Male,12.5,13.62,57.13,likes_dogs_better_than_people,no_special_skills
Rottweiler,Female,9.5,25.54,90.41,likes_dogs_better_than_people,high_trainability
Belgian Malinois,Female,16.0,25.12,52.63,likes_dogs_better_than_people,high_trainability
Boston Terrier,Female,11.8,15.64,17.65,likes_people_better_than_dogs,no_special_skills
Cocker Spaniel,Female,12.1,14.84,22.0,likes_everybody,no_special_skills
Rhodesian Ridgeback,Female,10.0,26.23,70.0,likes_people_better_than_dogs,no_special_skills
Cocker Spaniel,Female,11.6,15.03,23.92,likes_everybody,no_special_skills
Barbet,Female,13.2,22.41,48.24,likes_dogs_better_than_people,no_special_skills
Belgian Malinois,Male,15.0,24.88,73.43,likes_dogs_better_than_people,high_trainability
Boston Terrier,Female,11.9,15.66,20.05,likes_people_better_than_dogs,no_special_skills
Bloodhound,Male,10.5,25.77,95.98,likes_dogs_better_than_people,barks_like_hell
Dachshund,Male,13.2,8.6,24.41,likes_dogs_better_than_people,barks_like_hell
Doberman Pinscher,Female,10.5,27.09,74.22,likes_people_better_than_dogs,high_trainability
Bloodhound,Male,11.8,25.67,97.77,likes_dogs_better_than_people,barks_like_hell
Labrador Retriever,Male,11.2,23.4,70.06,likes_everybody,high_trainability
Boston Terrier,Male,12.2,16.25,19.56,likes_people_better_than_dogs,no_special_skills
Plott Hound,Male,13.0,22.42,54.65,likes_nobody,no_special_skills
American Bulldog,Male,11.5,22.66,81.48,likes_dogs_better_than_people,no_special_skills
Greyhound,Male,11.6,28.99,68.24,likes_dogs_better_than_people,no_special_skills
Beagle,Male,12.9,14.73,17.79,likes_dogs_better_than_people,no_special_skills
Beagle,Male,12.2,14.48,15.78,likes_dogs_better_than_people,no_special_skills
Australian Shepherd,Male,13.7,21.73,54.69,likes_people_better_than_dogs,high_trainability
French Bulldog,Male,10.8,12.16,24.5,likes_people_better_than_dogs,no_special_skills
Greyhound,Female,11.5,29.51,63.42,likes_dogs_better_than_people,no_special_skills
Great Dane,Male,8.2,30.58,155.87,likes_dogs_better_than_people,no_special_skills
Beagle,Male,12.2,14.54,17.5,likes_dogs_better_than_people,no_special_skills
Tibetan Mastiff,Female,10.8,26.03,92.55,likes_dogs_better_than_people,no_special_skills
Cane Corso,Female,10.6,25.68,91.07,likes_dogs_better_than_people,no_special_skills
Rhodesian Ridgeback,Female,11.2,26.21,70.0,likes_people_better_than_dogs,no_special_skills
Tibetan Mastiff,Male,11.0,27.53,106.88,likes_dogs_better_than_people,no_special_skills
French Bulldog,Male,11.3,12.06,24.51,likes_people_better_than_dogs,no_special_skills
Basset Hound,Male,12.3,14.21,54.19,likes_dogs_better_than_people,no_special_skills
Great Dane,Female,8.9,30.83,125.96,likes_dogs_better_than_people,no_special_skills
Greyhound,Male,12.0,28.89,67.17,likes_dogs_better_than_people,no_special_skills
Bloodhound,Male,10.7,25.38,103.46,likes_dogs_better_than_people,barks_like_hell
Greyhound,Female,11.9,28.27,61.49,likes_dogs_better_than_people,no_special_skills
Doberman Pinscher,Female,11.8,26.19,77.66,likes_people_better_than_dogs,high_trainability
Basset Hound,Female,12.3,11.49,45.29,likes_dogs_better_than_people,no_special_skills
Rottweiler,Male,9.5,25.48,118.35,likes_dogs_better_than_people,high_trainability
Barbet,Male,13.2,21.64,52.24,likes_dogs_better_than_people,no_special_skills
Pug,Male,14.0,11.35,16.83,likes_people_better_than_dogs,no_special_skills
Great Dane,Male,8.2,30.66,156.88,likes_dogs_better_than_people,no_special_skills
Giant Schnauzer,Female,14.0,27.28,61.56,likes_dogs_better_than_people,high_trainability
Australian Shepherd,Male,13.6,21.92,56.8,likes_people_better_than_dogs,high_trainability
Cane Corso,Male,9.9,26.01,104.16,likes_dogs_better_than_people,no_special_skills
Doberman Pinscher,Female,11.2,27.02,74.97,likes_people_better_than_dogs,high_trainability
Labrador Retriever,Female,11.2,24.09,65.6,likes_everybody,high_trainability
Cocker Spaniel,Female,12.0,14.85,21.74,likes_everybody,no_special_skills
Great Dane,Male,8.2,30.73,156.86,likes_dogs_better_than_people,no_special_skills
Labrador Retriever,Female,11.5,23.58,60.89,likes_everybody,high_trainability
Giant Schnauzer,Male,12.8,26.43,70.82,likes_dogs_better_than_people,high_trainability
Dachshund,Female,13.8,8.38,24.55,likes_dogs_better_than_people,barks_like_hell
Beagle,Female,12.7,14.04,25.9,likes_dogs_better_than_people,no_special_skills
